Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure,Arrival,Route_,Flight_Duration,Last_Maintenance_Hrs,Engine_Hours,Pilot_Experience_Hrs,CoPilot_Experience_Hrs,Number_of_Crew,Total_Onboard,Cargo_Weight_Kg,Date,Time_UTC,Season,Visibility_Km,Visibility,Wind_Speed_Kmph,Wind_Direction_Deg,Temperature_C,Precipitation_mm,Weather_Condition,Turbulence,Accident
F20255543998,IndiGo,ATR 72,22,En_Route,GAU,BOM,GAU-BOM,3.48,1958,1793,23325,13959,8,82,269,05/22/2022,01:22,Monsoon,1.14,7.82,6,335,36.6,41.51,Rain,None,0
F20234383897,IndiGo,Embraer E190,16,Takeoff,ATQ,CCU,ATQ-CCU,2.88,863,17560,3007,5049,2,305,8601,03/05/2025,09:23,Summer,9.99,1.1,57,1,44.0,21.1,Clear,Light,1
F20257506777,Star Air,Embraer E190,7,Taxi,DEL,PNQ,DEL-PNQ,0.59,1511,2962,8786,2349,3,348,5504,03/30/2024,23:43,Winter,0.81,2.98,62,150,10.4,4.24,Clear,Light,1
F20239100487,Alliance Air,Dornier Do 228,26,Landing,GAU,DEL,GAU-GAU,4.62,1954,5350,16688,1424,3,104,3550,07/06/2021,07:02,Summer,7.36,5.95,24,325,17.2,49.94,Thunderstorm,None,0
F20268414526,Vistara,Dornier Do 228,6,Landing,CCU,DEL,CCU-CCU,3.43,839,2490,23165,13539,6,276,7886,12/10/2025,14:54,Summer,2.06,1.17,37,241,39.7,0.61,Rain,None,1
F20265828726,FlyBig,Airbus A321,20,Landing,BOM,MAA,BOM-MAA,2.96,889,16676,11641,13993,6,260,8454,01/17/2023,12:02,Monsoon,7.02,8.94,43,9,37.6,45.06,Thunderstorm,Severe,1
F20211393752,Akasa Air,Airbus A321,18,Takeoff,MAA,CCU,MAA-CCU,1.78,1322,17137,16115,5331,5,40,6688,03/09/2026,03:44,Summer,4.51,8.28,73,99,15.4,28.12,Dust_Storm,Severe,0
F20249948438,Air India,Dornier Do 228,24,En_Route,CCU,BOM,CCU-BOM,3.48,1048,5128,22511,753,10,116,8962,07/20/2020,02:27,Winter,7.02,9.12,8,346,19.1,36.85,Rain,Moderate,0
F20253132819,Star Air,Embraer E190,20,Parked,ATQ,BOM,ATQ-BOM,1.78,1645,8995,23644,7635,2,101,5823,05/10/2023,18:16,Winter,0.28,9.14,64,212,38.6,33.72,Thunderstorm,None,0
F20232818655,IndiGo,ATR 72,29,Parked,BBI,DEL,BBI-DEL,1.2,939,4955,20292,8165,12,300,7114,11/30/2021,03:10,Monsoon,7.12,3.04,71,131,46.6,20.18,Thunderstorm,Moderate,1
F20254720763,IndiGo,Boeing 737,7,Taxi,ATQ,AMD,ATQ-AMD,1.96,759,16415,24292,12857,2,229,4205,06/22/2024,03:14,Summer,6.71,8.65,39,145,13.6,30.43,Dust_Storm,Severe,1
F20211095221,IndiGo,Airbus A321,8,En_Route,HYD,MAA,HYD-MAA,0.8,567,1201,19859,1678,3,75,8191,04/19/2022,21:34,Winter,4.55,9.85,10,282,44.5,3.22,Rain,None,0
F20259881393,Akasa Air,Boeing 737,16,Parked,ATQ,HYD,ATQ-HYD,3.06,239,3610,24292,7551,12,300,3827,08/25/2020,22:35,Monsoon,4.42,8.53,10,320,12.8,6.15,Cloudy,Severe,1
F20236270940,SpiceJet,Airbus A320,9,Landing,BOM,DEL,BOM-DEL,2.27,1815,17471,2507,2180,7,21,7570,06/03/2022,19:54,Monsoon,8.02,6.01,34,208,20.8,38.28,Dust_Storm,None,0
F20241830214,Alliance Air,Embraer E190,21,En_Route,DEL,MAA,DEL-MAA,3.11,1332,11456,10862,10524,2,103,9816,09/09/2020,09:04,Summer,1.19,0.51,57,71,44.7,28.63,Thunderstorm,Severe,0
F20203644315,Star Air,Dornier Do 228,9,Parked,GAU,HYD,GAU-HYD,2.83,649,17064,15380,505,5,264,6549,03/03/2023,19:59,Summer,1.7,1.32,46,200,25.8,45.72,Rain,None,1
F20264292294,Alliance Air,Embraer E190,25,Takeoff,AMD,GAU,AMD-GAU,3.56,633,7647,4610,13589,7,292,2641,10/15/2025,06:21,Summer,2.03,9.36,8,138,17.3,11.03,Dust_Storm,Moderate,1
F20264705362,IndiGo,Boeing 737,23,Taxi,MAA,BLR,MAA-BLR,3.49,676,6672,11315,7030,13,81,6065,04/01/2020,23:26,Summer,1.46,6.9,23,186,8.6,45.77,Dust_Storm,Moderate,0
F20247078801,Air India,Boeing 737,23,Takeoff,PNQ,BOM,PNQ-BOM,2.13,633,2686,1063,10584,9,205,8572,09/15/2020,02:41,Winter,7.56,1.19,11,303,35.6,45.18,Cloudy,Moderate,0
F20227878090,Akasa Air,Airbus A321,23,Landing,GAU,MAA,GAU-MAA,2.32,326,8249,2543,4928,5,51,6072,06/30/2024,08:30,Summer,4.15,4.36,59,302,9.9,18.98,Cloudy,Severe,0
F20217621768,Star Air,Embraer E190,20,Parked,IXB,CCU,IXB-CCU,4.18,565,19944,21867,12345,2,209,3014,11/17/2024,06:43,Winter,1.65,1.51,53,61,16.0,43.33,Clear,Moderate,0
F20245193530,IndiGo,Airbus A320,4,Taxi,BBI,GAU,BBI-GAU,4.22,430,3871,14817,2313,6,164,350,06/24/2020,06:20,Summer,3.65,1.87,79,58,36.5,42.91,Thunderstorm,None,0
F20223079638,SpiceJet,Boeing 787,6,Takeoff,AMD,DEL,AMD-DEL,1.53,1135,19422,13342,3332,9,337,4683,12/10/2024,13:04,Monsoon,0.92,7.25,3,166,40.1,14.97,Rain,Severe,1
F20212728029,FlyBig,Airbus A320,2,En_Route,BLR,AMD,BLR-AMD,4.79,1134,13735,19552,6997,10,219,7905,11/01/2023,21:29,Summer,5.8,5.88,13,248,7.4,27.82,Dust_Storm,Moderate,0
F20226285836,Akasa Air,Airbus A320,19,Parked,GAU,DEL,GAU-DEL,4.32,1189,6981,14102,522,5,331,3142,10/22/2023,18:58,Monsoon,8.1,7.64,32,317,21.6,10.19,Cloudy,Severe,1
F20206145509,Air India,Dornier Do 228,10,En_Route,IXB,DEL,IXB-IXB,1.14,1699,10663,529,13428,13,100,5988,09/28/2020,23:25,Summer,2.8,7.47,8,171,14.4,26.79,Cloudy,Severe,0
F20211660134,IndiGo,ATR 72,22,Landing,HYD,GAU,HYD-GAU,4.72,757,6314,20690,5189,11,182,6818,04/30/2023,14:11,Summer,1.16,7.91,36,27,34.6,6.91,Thunderstorm,Light,0
F20225402208,SpiceJet,Airbus A320,24,Taxi,CCU,DEL,CCU-CCU,1.75,1437,16559,15753,10557,12,248,8255,11/06/2025,19:56,Monsoon,6.21,3.04,5,31,26.1,41.53,Dust_Storm,Severe,1
F20243641061,FlyBig,Airbus A321,20,Takeoff,GOI,GAU,GOI-GAU,2.5,376,13732,7451,1689,9,141,9752,03/13/2023,12:31,Summer,9.96,7.85,39,195,10.0,16.22,Thunderstorm,Light,0
F20247701389,FlyBig,Boeing 737,1,En_Route,BBI,DEL,BBI-DEL,3.14,173,13606,9177,13760,3,235,3727,09/09/2024,04:27,Winter,0.67,2.48,74,88,23.9,47.25,Cloudy,Moderate,1
F20228856695,Star Air,Dornier Do 228,9,Parked,BBI,GAU,BBI-GAU,3.27,311,11477,8197,12268,10,242,5807,07/24/2024,01:13,Winter,1.6,1.41,15,359,5.3,40.43,Thunderstorm,None,1
F20225920951,IndiGo,Boeing 737,27,En_Route,DEL,PNQ,DEL-PNQ,3.21,1283,8809,11144,4852,5,336,3894,09/17/2020,18:08,Monsoon,2.61,8.79,65,53,36.0,37.37,Cloudy,Moderate,1
F20207345825,FlyBig,Embraer E190,10,Landing,BOM,CCU,BOM-CCU,4.07,1809,17018,18239,10425,3,266,2738,09/06/2022,02:20,Monsoon,2.54,3.53,43,89,46.1,26.21,Rain,Severe,1
F20201580359,Vistara,Airbus A321,3,En_Route,BOM,BBI,BOM-BBI,1.21,1210,18851,4312,8506,13,18,3703,12/13/2024,23:47,Summer,8.87,6.4,31,294,22.3,42.08,Cloudy,None,0
F20202779833,FlyBig,ATR 72,26,Taxi,GOI,IXB,GOI-IXB,4.71,339,12881,20155,480,12,250,5302,01/23/2025,10:04,Summer,5.87,1.85,29,51,36.2,45.34,Thunderstorm,Moderate,1
F20258337786,SpiceJet,ATR 72,19,Taxi,BLR,DEL,BLR-DEL,3.93,1139,6207,16157,13086,11,108,2632,12/08/2022,03:51,Winter,1.29,6.24,36,138,47.8,15.0,Rain,Light,0
F20239850529,FlyBig,Airbus A321,17,Landing,BBI,PNQ,BBI-PNQ,4.9,315,11969,3205,12092,4,244,6383,02/28/2023,20:37,Summer,6.4,0.45,24,149,43.6,39.98,Cloudy,Moderate,1
F20203203008,IndiGo,Boeing 737,22,Taxi,BBI,BOM,BBI-BOM,3.59,1823,9256,3441,11450,7,235,9442,07/05/2023,01:56,Monsoon,2.14,5.85,74,266,5.5,11.81,Thunderstorm,Moderate,1
F20237254926,Vistara,Airbus A320,18,Parked,GAU,AMD,GAU-AMD,1.67,1336,14094,1515,6716,7,60,4012,11/05/2021,08:18,Monsoon,8.79,2.74,9,321,8.7,24.09,Cloudy,None,0
F20227904374,Alliance Air,Embraer E190,28,En_Route,MAA,PNQ,MAA-PNQ,2.55,334,12297,6611,8990,8,129,5740,11/07/2023,10:35,Winter,3.4,3.45,37,250,25.4,10.19,Rain,Light,0
F20244090077,Vistara,Dornier Do 228,2,Takeoff,BLR,BBI,BLR-BBI,3.38,1687,2015,7993,4630,4,204,6070,04/04/2024,06:41,Summer,8.49,2.99,39,90,31.8,35.3,Clear,Light,0
F20214497775,FlyBig,ATR 72,2,Parked,PNQ,IXB,PNQ-IXB,0.92,1791,17611,7611,6861,3,317,4595,08/17/2023,07:00,Winter,9.04,7.78,51,120,23.8,16.77,Clear,Severe,1
F20245023296,IndiGo,Airbus A320,22,En_Route,BLR,ATQ,BLR-ATQ,2.79,966,5110,5546,14562,2,19,517,04/24/2021,10:22,Monsoon,5.15,4.03,32,68,23.8,47.47,Clear,Light,0
F20212848037,SpiceJet,Boeing 737,20,Taxi,GAU,AMD,GAU-AMD,1.53,1243,13092,24947,1009,3,264,9105,02/01/2024,17:35,Monsoon,5.21,2.75,3,297,45.1,45.48,Thunderstorm,Light,1
F20227771941,Akasa Air,Boeing 787,12,Landing,DEL,DEL,DEL-DEL,0.85,1546,1507,19636,1778,10,203,4318,10/03/2023,04:29,Monsoon,1.58,4.4,66,351,19.6,45.92,Rain,Light,0
F20252176189,FlyBig,Airbus A320,23,Parked,MAA,HYD,MAA-HYD,2.37,1340,11603,10660,9848,13,138,2739,07/14/2023,19:05,Summer,2.94,5.26,19,226,23.1,34.8,Rain,Moderate,0
F20211908103,Vistara,Airbus A320,19,Parked,BOM,DEL,BOM-BOM,3.87,909,13889,5565,9153,10,184,9091,12/23/2023,17:51,Summer,6.03,3.69,19,82,5.8,9.33,Dust_Storm,Light,0
F20215625322,IndiGo,Embraer E190,11,Landing,BOM,BLR,BOM-BLR,4.64,1972,16920,7652,3340,3,347,6866,06/16/2023,21:22,Summer,5.73,8.16,27,136,39.1,3.9,Thunderstorm,None,1
F20253502621,FlyBig,Boeing 787,20,Takeoff,HYD,DEL,HYD-HYD,3.33,686,16534,13759,5022,12,62,6844,09/29/2021,16:16,Monsoon,8.37,7.13,8,233,33.2,45.74,Cloudy,Severe,0
F20207725879,Vistara,Airbus A321,10,Taxi,GOI,HYD,GOI-HYD,1.43,1828,14042,23418,4012,5,330,7844,12/06/2025,23:24,Winter,1.85,2.82,25,59,38.6,1.51,Thunderstorm,Severe,1
F20217608161,FlyBig,Boeing 737,5,Takeoff,AMD,PNQ,AMD-PNQ,1.74,304,11283,8117,11900,9,336,4664,10/27/2020,22:24,Winter,1.49,7.5,41,115,13.5,25.48,Cloudy,None,1
F20227607373,FlyBig,ATR 72,21,Landing,MAA,IXB,MAA-IXB,3.6,145,5441,1823,13488,7,26,3417,03/16/2025,11:35,Summer,8.88,9.41,57,175,15.1,9.5,Cloudy,Light,0
F20269381295,Air India,Boeing 787,22,Takeoff,PNQ,MAA,PNQ-MAA,3.74,571,7061,13275,13076,4,164,3250,02/26/2025,23:16,Winter,6.03,6.83,34,347,18.9,12.17,Cloudy,None,0
F20228451527,Alliance Air,Airbus A320,6,Taxi,DEL,BOM,DEL-BOM,0.63,1348,16531,1762,9703,3,183,4354,02/27/2021,23:51,Summer,6.68,1.32,78,237,7.6,7.89,Rain,Light,0
F20266813970,Star Air,ATR 72,24,Landing,HYD,PNQ,HYD-PNQ,3.25,1095,8690,20391,8882,11,238,3642,08/11/2020,16:48,Monsoon,4.03,6.63,36,342,38.0,25.35,Cloudy,Moderate,1
F20211865171,Akasa Air,Boeing 787,26,Takeoff,DEL,CCU,DEL-CCU,4.11,654,7346,1702,11764,3,24,923,12/18/2025,19:18,Summer,5.88,9.04,77,91,38.2,19.26,Thunderstorm,Moderate,0
F20205116108,Air India,Dornier Do 228,27,Landing,IXB,BLR,IXB-BLR,1.81,1284,9091,5210,8776,12,321,296,06/22/2020,01:59,Summer,3.74,3.52,4,344,25.1,24.03,Clear,None,1
F20221351712,FlyBig,ATR 72,9,Takeoff,GAU,CCU,GAU-CCU,3.01,826,12415,14452,10263,10,72,6668,12/15/2021,12:55,Winter,4.89,7.64,30,356,44.8,9.7,Rain,Light,0
F20216634770,Star Air,Dornier Do 228,1,Takeoff,PNQ,IXB,PNQ-IXB,2.72,1637,10563,12189,400,11,302,1813,07/09/2023,06:45,Summer,9.94,5.77,78,251,43.6,44.99,Thunderstorm,Light,1
F20224156207,Star Air,ATR 72,4,En_Route,MAA,BLR,MAA-BLR,1.47,1860,5446,3643,9817,7,237,7210,03/09/2026,16:53,Winter,6.12,2.62,24,182,5.4,0.02,Rain,Moderate,1
F20236261458,Vistara,Airbus A320,13,Parked,GOI,IXB,GOI-IXB,3.13,490,11915,21986,4752,9,181,1385,12/31/2025,15:48,Winter,4.46,2.94,22,170,35.3,8.37,Dust_Storm,Severe,0
F20244131636,Akasa Air,Boeing 787,29,Takeoff,AMD,BOM,AMD-BOM,1.3,1036,19013,11341,8036,10,192,3525,09/07/2020,06:53,Monsoon,6.77,2.08,69,8,36.2,28.83,Thunderstorm,Severe,0
F20206987275,Air India,Boeing 787,28,Takeoff,IXB,BOM,IXB-BOM,4.73,1919,8724,11368,13114,7,284,6157,06/12/2021,15:06,Winter,4.02,0.79,29,323,32.0,20.42,Thunderstorm,Light,1
F20245129333,Akasa Air,Embraer E190,19,Landing,ATQ,DEL,ATQ-ATQ,2.05,1635,1413,9054,8397,9,164,6584,06/01/2024,07:24,Summer,7.85,4.99,21,335,20.3,46.88,Cloudy,None,0
F20211410902,Alliance Air,Airbus A321,28,Takeoff,ATQ,MAA,ATQ-MAA,3.65,214,16752,6984,10442,2,24,9937,08/01/2022,01:41,Winter,2.06,2.63,67,100,9.7,45.58,Clear,Severe,0
F20263294666,Star Air,Dornier Do 228,7,En_Route,DEL,AMD,DEL-AMD,1.97,1802,5056,14022,13682,11,82,6739,01/07/2021,07:42,Summer,8.86,3.68,73,57,36.7,13.99,Cloudy,Severe,0
F20203462524,Akasa Air,Boeing 787,4,Landing,BOM,DEL,BOM-BOM,2.06,490,2791,18401,6163,9,305,2326,02/03/2023,00:15,Summer,8.76,2.91,13,93,45.5,19.58,Cloudy,Light,1
F20218952643,IndiGo,Airbus A320,4,Landing,AMD,MAA,AMD-MAA,1.17,984,17964,18344,8339,13,343,7926,10/29/2020,09:32,Winter,1.02,3.84,50,109,17.5,4.49,Rain,Severe,1
F20268094501,Star Air,ATR 72,4,Takeoff,MAA,BLR,MAA-BLR,3.23,874,19144,6976,9439,6,95,3745,06/17/2024,13:19,Winter,4.67,5.04,18,76,37.7,38.69,Dust_Storm,None,0
F20262289665,Akasa Air,Embraer E190,28,En_Route,GOI,ATQ,GOI-ATQ,3.34,505,5897,9855,4922,13,88,2319,08/14/2024,11:28,Summer,9.24,0.3,4,336,26.4,1.23,Dust_Storm,None,0
F20205749210,Air India,Embraer E190,8,En_Route,CCU,GOI,CCU-GOI,1.13,1074,3225,13060,3739,10,36,1712,05/09/2025,07:51,Summer,3.91,7.07,67,245,18.4,11.66,Rain,Severe,0
F20251758717,Star Air,Boeing 787,26,Takeoff,CCU,GAU,CCU-GAU,2.65,820,12707,19429,6028,11,308,455,05/06/2020,00:47,Monsoon,7.39,9.89,34,240,21.6,33.69,Cloudy,Light,1
F20268988272,Air India,Dornier Do 228,9,Parked,MAA,BOM,MAA-BOM,3.94,103,13108,24174,6642,4,126,2180,08/21/2024,19:06,Monsoon,1.61,3.95,11,66,33.4,14.38,Dust_Storm,Light,0
F20227641234,IndiGo,Dornier Do 228,19,Takeoff,GOI,ATQ,GOI-ATQ,3.48,1871,16817,7990,4871,7,82,9322,12/08/2022,15:52,Summer,1.53,5.68,43,25,39.3,8.62,Cloudy,Moderate,0
F20247289153,FlyBig,ATR 72,18,Taxi,BBI,GOI,BBI-GOI,0.98,1369,13110,3654,6782,2,259,9353,11/16/2021,06:47,Winter,9.82,1.46,53,224,8.4,40.12,Rain,Light,1
F20233523414,FlyBig,Dornier Do 228,6,En_Route,AMD,PNQ,AMD-PNQ,4.24,188,9771,18622,9335,9,160,4793,02/15/2020,09:22,Winter,5.73,7.14,3,15,11.3,29.89,Thunderstorm,None,0
F20247828540,Alliance Air,Airbus A320,16,En_Route,HYD,GOI,HYD-GOI,4.74,442,15205,22326,14574,5,348,8713,07/29/2020,20:20,Winter,8.3,6.75,52,93,18.8,2.92,Cloudy,Moderate,1
F20249799151,SpiceJet,Embraer E190,11,Takeoff,PNQ,HYD,PNQ-HYD,4.58,906,15981,2741,12803,3,178,8075,10/22/2022,03:06,Winter,6.81,2.19,25,280,20.7,18.61,Rain,Severe,0
F20241771046,Star Air,Airbus A320,8,En_Route,PNQ,BOM,PNQ-BOM,2.73,429,17921,18038,14080,2,121,6283,02/03/2022,03:27,Summer,6.72,3.3,13,175,43.9,16.78,Dust_Storm,Light,0
F20257903233,Star Air,Dornier Do 228,14,Landing,MAA,BOM,MAA-BOM,0.73,365,11283,1877,979,2,346,4281,04/09/2022,03:18,Summer,2.05,5.65,30,9,15.9,16.55,Thunderstorm,None,1
F20205310293,Star Air,Boeing 787,14,Parked,GOI,PNQ,GOI-PNQ,1.32,989,4643,913,13333,4,243,2671,11/30/2024,13:48,Summer,9.57,9.4,19,274,16.8,44.77,Cloudy,Light,1
F20262728037,Air India,ATR 72,22,Parked,PNQ,GOI,PNQ-GOI,1.38,365,3230,2435,3942,6,292,9290,06/08/2024,14:38,Monsoon,7.54,1.96,77,287,31.6,24.15,Thunderstorm,None,1
F20247445380,Alliance Air,Boeing 737,21,Landing,GAU,CCU,GAU-CCU,4.78,531,13311,20062,1450,4,147,6228,02/13/2021,14:19,Monsoon,5.58,2.24,41,17,41.0,0.87,Dust_Storm,Severe,0
F20253912293,FlyBig,Airbus A321,12,Parked,BBI,CCU,BBI-CCU,3.29,409,17146,8405,10604,4,261,3550,03/05/2026,14:48,Monsoon,2.99,9.46,20,293,27.2,10.48,Rain,Moderate,1
F20254071754,Alliance Air,Airbus A321,13,En_Route,DEL,HYD,DEL-HYD,3.33,1124,1272,6193,12535,5,123,878,04/26/2025,08:34,Summer,8.76,0.64,44,222,21.8,18.78,Thunderstorm,Moderate,0
F20226934917,FlyBig,ATR 72,22,Parked,GOI,CCU,GOI-CCU,3.5,913,4216,12255,12134,10,80,5162,05/18/2020,17:22,Monsoon,5.99,7.02,14,297,24.3,7.79,Dust_Storm,Moderate,0
F20229955227,SpiceJet,Dornier Do 228,7,Landing,PNQ,BOM,PNQ-BOM,4.4,1326,4261,12236,11164,5,275,9147,03/21/2023,01:41,Monsoon,5.47,5.7,49,46,41.2,13.64,Dust_Storm,Light,1
F20263007349,Alliance Air,Airbus A321,7,Takeoff,HYD,BLR,HYD-BLR,2.2,1609,12223,11105,8602,13,198,1754,11/19/2022,04:49,Summer,5.64,4.48,76,330,24.7,20.45,Rain,None,0
F20214377431,Star Air,Airbus A320,3,Landing,PNQ,IXB,PNQ-IXB,3.23,1169,7107,3210,8001,11,13,5664,10/25/2024,19:53,Winter,1.08,6.26,25,45,26.4,11.15,Cloudy,Severe,0
F20209028636,Air India,Embraer E190,21,Takeoff,MAA,IXB,MAA-IXB,2.91,1233,17281,20027,6624,11,296,3491,02/19/2024,15:48,Summer,3.85,5.53,55,282,47.6,12.78,Cloudy,Severe,1
F20209225250,Star Air,Boeing 737,25,Landing,GOI,BBI,GOI-BBI,3.92,277,7044,10915,11224,5,47,1830,10/04/2024,20:55,Summer,0.21,7.62,27,94,26.0,13.62,Clear,Severe,0
F20257640161,FlyBig,Dornier Do 228,14,Parked,IXB,PNQ,IXB-PNQ,1.11,1810,11329,18108,2875,11,87,5953,09/26/2021,22:45,Monsoon,4.49,1.77,5,153,17.9,27.87,Thunderstorm,Severe,0
F20228059582,SpiceJet,Boeing 787,12,Parked,IXB,HYD,IXB-HYD,2.91,1040,2111,23766,7341,3,67,579,02/03/2021,00:45,Monsoon,7.87,0.85,18,351,19.3,28.39,Clear,Severe,0
F20264078632,Vistara,ATR 72,17,Takeoff,DEL,BBI,DEL-BBI,1.47,1824,7216,21979,10105,5,143,8512,11/21/2022,06:38,Summer,0.13,6.45,16,216,10.1,34.96,Thunderstorm,None,0
F20226891832,FlyBig,Boeing 737,23,Parked,ATQ,IXB,ATQ-IXB,3.93,1443,14698,974,7393,3,62,6371,06/25/2025,13:15,Summer,1.66,7.92,39,88,11.5,24.05,Rain,None,0
F20254270764,Star Air,Dornier Do 228,14,Taxi,ATQ,BBI,ATQ-BBI,2.74,1826,18462,1088,10143,6,129,4130,02/08/2023,12:56,Winter,2.77,7.18,70,307,14.2,33.0,Dust_Storm,Light,0
F20251915278,Vistara,Airbus A321,11,Takeoff,AMD,DEL,AMD-AMD,3.92,1744,17951,20744,6779,2,289,4072,08/09/2021,09:05,Summer,0.52,6.38,45,341,43.9,35.42,Cloudy,Light,1
F20267188635,SpiceJet,Boeing 787,3,Taxi,IXB,HYD,IXB-HYD,2.09,1884,7415,16269,9451,9,141,540,01/07/2022,19:51,Monsoon,1.07,6.54,76,315,24.3,29.4,Rain,Severe,0
F20266652722,SpiceJet,Boeing 787,3,Parked,BLR,AMD,BLR-AMD,2.22,1489,11637,18642,9279,2,130,2199,09/23/2023,19:46,Summer,5.89,8.9,64,215,29.6,49.34,Cloudy,Moderate,0
F20269248932,FlyBig,Dornier Do 228,7,Landing,PNQ,DEL,PNQ-PNQ,1.58,1064,13711,17292,10295,4,102,4082,10/05/2020,22:46,Winter,2.47,6.78,2,72,44.2,43.23,Clear,None,0
F20258002961,SpiceJet,Boeing 787,29,Landing,BBI,BLR,BBI-BLR,3.64,867,12861,14362,13888,3,293,8262,06/21/2022,03:09,Monsoon,3.97,6.73,28,3,26.6,2.98,Rain,None,1
F20209434030,SpiceJet,ATR 72,10,En_Route,IXB,BLR,IXB-BLR,1.24,1870,13659,8331,2333,12,243,9146,12/07/2024,13:36,Winter,7.62,4.82,75,247,22.4,49.27,Thunderstorm,Light,1
F20235572236,Air India,Embraer E190,10,Taxi,DEL,DEL,DEL-DEL,1.96,458,9037,18456,5646,3,231,1995,12/09/2022,10:38,Summer,6.95,6.47,8,121,24.7,39.08,Rain,Severe,1
F20241277726,FlyBig,Boeing 787,4,Taxi,BBI,IXB,BBI-IXB,3.74,1363,17798,11457,8496,7,148,2112,03/14/2025,15:37,Winter,5.73,9.5,32,33,20.8,23.28,Rain,Moderate,0
F20226086106,Alliance Air,ATR 72,29,Taxi,CCU,GOI,CCU-GOI,2.63,497,8471,10876,5063,3,65,1815,12/31/2021,16:50,Winter,4.12,3.58,32,212,7.8,9.94,Thunderstorm,Light,0
F20244677708,FlyBig,ATR 72,11,Takeoff,CCU,AMD,CCU-AMD,2.6,1775,11168,4280,2096,3,233,4080,10/27/2020,05:26,Monsoon,8.6,2.74,50,97,40.2,19.6,Dust_Storm,Moderate,1
F20232323468,IndiGo,Boeing 787,5,Takeoff,DEL,ATQ,DEL-ATQ,4.38,503,11744,1715,10123,8,317,3435,12/27/2025,06:34,Winter,1.81,2.32,4,226,18.7,49.11,Rain,Severe,1
F20216957624,FlyBig,Embraer E190,7,En_Route,MAA,HYD,MAA-HYD,1.91,1204,14623,19185,1082,5,99,3651,11/03/2020,04:49,Winter,7.08,9.48,3,44,30.4,35.43,Cloudy,None,0
F20202256576,FlyBig,Airbus A321,15,En_Route,CCU,IXB,CCU-IXB,2.79,1847,12202,8167,8377,12,42,151,01/15/2025,19:28,Monsoon,3.63,5.28,44,257,8.4,33.97,Dust_Storm,Light,0
F20202403567,Akasa Air,Airbus A320,11,Parked,AMD,IXB,AMD-IXB,1.6,322,14148,3719,5057,7,138,5018,10/23/2020,07:51,Summer,5.57,4.56,22,9,13.4,44.01,Rain,Severe,0
F20222444022,Vistara,ATR 72,21,Landing,GOI,BOM,GOI-BOM,4.89,1631,15292,23577,5621,6,149,6438,01/25/2025,05:03,Monsoon,0.24,5.12,28,142,5.1,24.69,Dust_Storm,Moderate,0
F20258213947,FlyBig,ATR 72,27,Landing,PNQ,GOI,PNQ-GOI,1.87,324,2455,24716,6278,11,110,1594,05/23/2024,06:37,Winter,8.39,6.04,57,248,18.6,44.78,Thunderstorm,Light,0
F20245669947,Alliance Air,Boeing 737,4,En_Route,ATQ,DEL,ATQ-DEL,4.88,264,13372,24548,1215,7,155,1852,01/03/2022,19:55,Summer,0.84,7.1,42,101,16.9,37.37,Cloudy,None,0
F20223117795,Vistara,Airbus A320,25,En_Route,PNQ,IXB,PNQ-IXB,0.94,1103,7219,20422,12159,3,80,7971,03/17/2026,23:59,Monsoon,1.93,1.14,8,358,27.9,36.28,Thunderstorm,Severe,0
F20227985705,Star Air,Boeing 787,9,En_Route,ATQ,DEL,ATQ-ATQ,3.96,367,16596,20519,1969,4,314,4579,11/01/2025,22:31,Monsoon,1.15,7.57,17,320,26.2,24.09,Clear,Moderate,1
F20268460332,Alliance Air,Dornier Do 228,5,En_Route,BLR,DEL,BLR-DEL,1.52,1964,17633,7470,9652,8,227,3684,03/23/2025,23:02,Winter,7.08,7.09,66,115,31.6,27.42,Dust_Storm,Severe,1
F20226283443,Akasa Air,Embraer E190,29,Landing,GAU,GOI,GAU-GOI,1.81,1034,4216,9457,1829,7,30,4909,07/10/2020,11:03,Monsoon,1.04,6.57,77,327,34.6,11.02,Clear,Moderate,0
F20243088776,Star Air,Boeing 787,27,Parked,CCU,GOI,CCU-GOI,0.99,1528,3518,22877,8363,8,261,7320,05/24/2022,10:37,Monsoon,1.2,6.92,66,261,21.9,34.86,Rain,None,1
F20261626457,Star Air,Dornier Do 228,4,Parked,GOI,MAA,GOI-MAA,2.67,1205,2052,815,14956,6,324,5158,02/12/2022,19:54,Monsoon,8.54,9.04,27,166,5.6,5.91,Cloudy,Light,1
F20207363313,Alliance Air,Boeing 737,12,Parked,AMD,DEL,AMD-DEL,3.39,1269,16400,20483,1708,9,148,275,01/23/2024,11:45,Winter,6.26,0.65,19,221,6.7,13.0,Dust_Storm,Moderate,0
F20253541601,Star Air,Dornier Do 228,4,Parked,PNQ,ATQ,PNQ-ATQ,3.28,1306,11352,1249,14160,9,117,7326,02/17/2021,07:07,Monsoon,4.59,1.15,68,101,41.5,27.23,Rain,Severe,0
F20264711999,SpiceJet,Boeing 787,10,En_Route,HYD,MAA,HYD-MAA,0.59,1439,5220,17899,12014,4,71,8334,08/02/2025,16:09,Summer,1.11,4.29,25,202,29.5,43.0,Dust_Storm,Moderate,0
